,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Class
258,13,2,7,10,9,13,1,17,13,13,14,1,18,17,22,12,9,1,1
259,3,6,3,3,5,5,4,3,5,4,4,5,3,3,3,4,3,1,1
260,1,2,1,7,4,2,12,11,4,2,1,3,3,3,3,2,2,3,1
261,4,3,2,3,2,1,2,1,2,1,3,1,5,8,3,1,1,1,1
262,1,1,1,1,2,1,2,3,1,2,1,1,2,3,3,13,11,4,1
263,12,7,8,7,4,2,1,3,1,4,6,7,5,7,10,10,7,8,1
264,1,7,7,14,19,14,6,6,1,4,9,1,3,2,3,2,5,4,1
265,1,1,2,1,6,2,9,20,19,6,8,7,4,14,27,48,18,26,1
266,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,14,15,8,10,15,3,10,7,14,13,17,19,14,11,20,13,11,16,1
