,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Class
149,33,13,11,16,55,46,78,60,41,27,46,62,30,50,55,53,23,13,20,23,31,33,54,53,15,15,14,17,0
150,14,18,20,28,28,33,23,27,31,34,25,15,16,29,27,20,25,22,21,23,26,26,20,28,26,28,15,23,0
151,4,11,32,34,28,34,39,10,12,11,25,15,33,28,21,18,15,19,17,16,15,9,12,22,30,29,27,20,0
152,47,15,4,5,22,68,101,102,46,26,74,69,31,35,54,49,43,31,28,26,28,20,37,57,16,25,20,19,0
153,30,11,6,8,23,61,58,48,41,29,54,36,13,48,43,60,47,73,72,43,31,14,39,48,14,13,7,7,0
154,44,20,12,14,50,49,57,54,26,24,60,46,49,47,51,45,47,62,35,25,35,44,62,54,30,17,19,22,0
155,49,21,15,19,62,61,66,62,82,62,70,66,35,52,80,79,62,42,26,32,31,49,62,74,61,47,42,34,0
156,36,13,11,17,57,49,33,25,23,20,45,55,20,15,20,18,16,14,9,11,14,10,22,32,11,15,14,11,0
157,59,63,62,42,51,49,37,25,25,32,2,23,32,24,14,6,27,14,35,12,4,5,1,30,33,53,44,23,0
158,26,29,41,9,8,13,9,15,14,10,14,24,16,13,11,15,16,5,10,8,7,10,22,23,11,18,38,22,0
159,46,44,50,61,66,47,55,43,5,16,12,21,42,29,38,38,42,22,41,38,42,41,21,26,42,35,36,29,0
160,19,73,41,32,26,25,80,69,27,18,7,29,17,26,45,47,36,57,36,47,34,50,53,45,30,38,33,30,0
161,36,25,37,25,38,37,21,21,37,31,30,25,24,28,23,15,19,27,37,37,23,25,26,30,16,16,30,18,0
162,29,20,17,35,37,24,30,40,47,33,29,46,38,13,16,21,20,44,45,22,23,39,45,58,31,18,60,32,0
163,42,38,72,53,65,74,61,49,59,65,60,31,14,42,69,37,29,44,54,39,30,33,18,47,25,26,30,35,0
164,1,16,31,46,21,21,30,39,21,15,42,57,25,11,11,30,21,10,12,35,31,11,26,47,31,18,21,39,0
165,37,46,41,29,30,31,28,36,30,45,39,60,36,33,32,29,41,40,26,25,31,36,47,50,42,21,39,42,0
166,18,7,5,29,59,65,58,41,41,38,52,61,32,25,39,21,24,52,43,13,7,5,21,40,14,10,6,10,0
